H2	CH4	C2H6	C2H4	C2H2	CO	CO2	Fault_Class
446.0032496	213.4584888	183.6213105	311.7286639	1060.45855	287.1937503	1099.708362	D2
515.1799101	151.5139813	119.0112245	329.8948682	1538.957722	212.2794455	1018.7674	D2
657.290379	80.15866252	56.55625147	151.7092901	734.3153987	140.5896206	791.7334154	D1
49.93371518	37.77568415	30.8220241	15.91716217	0.37202171	117.9901694	756.2305843	Normal
568.3506946	238.6488543	197.4898727	412.0043539	1659.737422	319.1246133	1197.680048	D2
237.3133517	319.7976348	256.5280649	209.0663568	0.24172002	408.4985131	1470.806344	T2
753.3322956	95.28958539	74.20458481	230.5404138	1154.119165	175.7882408	849.1706338	D1
43.68677241	42.81339299	29.62710176	19.94358557	0.226612621	130.7779866	645.233672	Normal
628.7216099	229.1637832	191.7882083	402.8577625	1584.568495	291.9834426	1201.942237	D2
95.60931162	103.6385732	76.26731674	61.79691243	0.344110025	197.5739683	837.8500184	T1
69.31368207	71.94929317	64.16914709	42.86066151	0.241944558	161.7900236	774.2877624	T1
637.3884642	226.9755296	190.4341353	430.9885527	1857.725815	306.0019604	1217.464962	D2
69.74897168	83.35407642	67.97525024	47.76948632	0.464597208	154.9924757	861.8939918	T1
58.71491084	54.77645622	52.63452954	33.64659253	0.239139424	119.7243493	720.637514	T1
2177.311182	75.72231774	34.93342742	17.52469972	0.266553312	120.2000151	717.8213506	PD
1020.508502	50.16788079	23.07169982	12.83254199	0.430637817	95.20355223	675.6307433	PD
2289.102529	81.16217224	40.77391574	24.60055226	0.501192962	130.9026603	770.8852866	PD
229.0942397	445.9140894	142.612258	1222.182405	0.755385488	1017.120839	3424.440422	T3
937.2243532	31.66098768	14.66505595	121.1597239	793.7984209	82.94359207	737.2400671	D1
228.792866	292.3461826	263.9287387	212.2339574	0.367536015	390.8886246	1394.759307	T2
579.8429018	86.8404469	71.57399012	196.2726496	993.4577152	156.654801	901.0587359	D1
224.7451731	316.5227819	265.0418645	217.6728942	0.355071066	401.3399003	1405.241154	T2
57.45060171	64.72276332	49.42601165	34.45500273	0.387638998	139.4486203	762.4376509	T1
61.86248499	70.78655779	56.40528684	39.11230507	0.211041474	129.3291897	704.856063	T1
1603.221965	49.70293275	22.99656434	7.919455727	0.317673251	93.91882632	629.9247876	PD
998.4246453	55.4328253	31.49129816	15.28154367	0.260323568	123.6750057	709.9773644	PD
474.8503033	31.5996758	21.41570593	162.8975211	1023.654389	122.4186452	643.459562	D1
590.7823263	225.8530573	177.6102262	394.5218514	1523.24662	298.8629959	1192.81175	D2
64.64001039	58.4580301	52.24544198	32.0195879	0.36908485	130.7864591	738.3062959	T1
78.21051384	72.34222058	57.03091655	42.94085609	0.199862869	140.4618462	801.362995	T1
47.6243613	24.15860344	23.47544504	8.998462638	0.428930067	84.87863891	619.7785603	Normal
233.2031158	308.4811555	268.2228729	201.7046339	0.238524004	382.8011227	1466.907311	T2
240.9715195	454.5704712	141.0221757	1228.596821	0.638982667	1023.81244	3299.136139	T3
233.6800765	449.3332624	142.6378732	1192.970624	0.815036978	1059.575742	3399.163014	T3
249.3326028	310.9845835	256.4334373	206.6776352	0.352841005	389.9615026	1547.158512	T2
1255.917887	64.11385541	35.21720442	17.37755855	0.267120237	101.8613268	667.584312	PD
244.0517544	445.9730629	136.1584244	1225.716072	0.732464044	1026.563804	3364.856438	T3
226.491525	449.5110039	142.3253786	1260.750486	0.8896623	981.1019045	3343.753569	T3
229.0773401	447.107407	142.4039717	1198.652091	0.631829432	1006.399229	3166.687024	T3
36.85983743	34.04828595	23.37689774	16.69535307	0.221067752	117.4142377	659.1254491	Normal
544.2254392	206.2143797	169.6183736	353.0977944	1602.131253	261.8030332	1183.314273	D2
480.1396617	204.735629	159.9624109	339.6811433	1211.184156	264.0659343	1213.220472	D2
982.1511897	60.12633966	32.01628949	20.74301129	0.235074737	114.3472986	723.6877642	PD
85.91546143	88.20607381	69.13160616	50.48021735	0.317148746	178.7094106	773.6357953	T1
576.7086542	53.41547088	41.26928103	200.1530631	1163.075519	125.0539902	769.4579572	D1
58.66614398	71.00116828	51.57707244	40.23786123	0.331031824	143.0066063	836.4545487	T1
650.8187284	48.13631081	28.02900826	20.29740252	0.2576898	96.06310282	644.6704604	PD
542.3549909	74.63491697	54.38227645	145.7135238	627.5611894	165.2913868	751.7003039	D1
411.7671786	253.2537485	223.4194601	324.5359616	908.5172108	321.2094542	1315.069425	D2
245.8699529	319.1180698	245.2143877	201.5542409	0.384415782	375.3133508	1441.713339	T2
585.3576025	261.1618154	215.2639023	390.5337038	1662.602044	348.0411591	1261.375187	D2
496.8051828	52.97794757	47.19541867	116.712558	567.5954506	134.6595536	798.8805352	D1
58.65715711	61.65848768	45.32569107	28.13381658	0.366254009	132.0998487	695.6156689	Normal
30.59252527	29.62914564	19.80280112	9.719213366	0.404609087	95.39673927	651.7968047	Normal
796.5118284	83.83144204	55.97810877	39.22125769	0.323352492	166.1938705	790.8003203	PD
698.3041882	78.73976822	62.64071035	156.2419703	761.3505356	139.4111817	674.6146229	D1
63.15417888	51.54767135	37.32297076	20.33545159	0.483405836	136.1038326	699.0021763	Normal
244.9114668	455.7208516	140.9660151	1268.280905	0.734118873	1029.078453	3308.979575	T3
884.4551129	33.08413692	21.03389119	168.0121633	1025.755788	106.7820537	717.8495148	D1
240.9854636	305.7088755	258.8832747	193.2628162	0.308510058	413.0662033	1431.98226	T2
59.66746603	49.59615374	42.87046663	29.51941352	0.324023373	120.7029604	688.9503992	Normal
232.3015292	457.9975797	137.9535798	1194.347731	0.732469093	1054.794687	3271.372971	T3
2291.70024	76.41537584	33.84620264	21.20021279	0.293803295	127.281212	764.7122556	PD
240.3724267	309.130864	279.2314267	205.4448588	0.420478887	392.1744209	1507.586827	T2
237.4078201	460.1360285	141.8850569	1206.57125	0.727035972	978.1240572	3588.303794	T3
609.6090563	246.4491206	196.3289299	422.5224787	1714.377574	321.9874127	1254.252531	D2
244.2059099	432.1080902	128.585566	1213.054658	0.784294567	974.4356216	3217.574945	T3
1769.295469	83.67753287	48.08649033	28.0814817	0.441989029	112.6257501	762.2938712	PD
2069.346903	59.14828785	23.50512029	9.981126966	0.323793159	116.1738897	653.5308761	PD
1707.326958	57.64007686	24.5703189	15.17185891	0.427169787	101.1454918	675.2946071	PD
37.11121035	20.67207753	22.1402858	8.620851345	0.495701872	105.8552114	704.0305292	Normal
1053.409645	79.23692771	54.77711875	178.5355809	888.8434347	143.9063841	857.703344	D1
231.3875258	458.6523224	139.3081225	1241.409044	0.675045207	1038.600687	3360.511115	T3
885.7786818	65.56303673	38.30826555	25.34030539	0.377192913	132.8747386	798.2278224	PD
709.1839131	71.25295257	46.77378582	36.90123538	0.401500532	121.8462465	819.9354875	PD
231.4974601	451.7641958	139.4731327	1184.52922	0.724719955	1051.97593	3544.368291	T3
239.3790651	312.3797662	249.8746116	209.1515851	0.444032311	401.8245937	1334.75424	T2
68.25291066	63.38891494	55.94654035	35.44779216	0.28614304	134.2273951	786.611272	T1
534.0342531	41.71591743	31.92903283	165.8412466	1037.98866	123.2884097	741.3656099	D1
51.16676908	27.21770988	24.08678794	14.93883835	0.282888567	98.32090968	655.9866588	Normal
245.8575412	317.6022793	257.2074859	200.9015347	0.482057537	395.9493915	1404.639344	T2
32.98996779	23.07762103	19.47422586	7.985432093	0.38460132	112.9142304	722.8562824	Normal
627.5378265	142.5517598	125.4920679	373.0797719	1905.082355	237.4199847	961.5560602	D2
73.9165391	63.13021777	55.78389168	40.26378025	0.243610222	159.3812048	766.4132041	T1
238.5690139	325.2991084	256.8243625	206.2335441	0.467761266	377.4962428	1469.727373	T2
721.1672748	37.01715272	22.01568318	122.4366035	783.4487951	91.95251276	740.0592492	D1
426.8333256	64.93293995	49.89766052	100.1499994	450.2351946	120.471179	811.3194467	D1
611.5613215	232.1977384	186.6675747	390.560897	1700.734038	289.9337657	1193.552771	D2
241.3259461	325.8853259	265.2905986	194.1311752	0.254284522	412.5604508	1452.641805	T2
59.73906864	53.36035489	37.97958343	24.04937005	0.500326753	143.5022389	779.677198	T1
579.9630292	216.7750815	182.8778914	398.6073506	1704.416651	317.832714	1216.416711	D2
1124.088042	63.44914277	42.97757582	23.25275251	0.264166242	113.8546989	704.1452951	PD
781.5769877	73.0707375	59.88660205	135.9312477	638.7435024	123.9070394	704.3602831	D1
58.06606973	41.29114829	38.7368193	20.99617282	0.295270031	121.6418642	655.4303057	Normal
62.36052338	57.42013244	48.98155459	27.47938186	0.385710095	134.0299237	717.3161261	Normal
336.9353184	28.20109831	17.05580867	8.997716351	0.319458232	110.1251409	666.3687097	PD
256.7092849	327.4764263	261.2052756	207.4679261	0.23501255	412.4719713	1409.695157	T2
237.366223	471.514468	143.3761456	1216.414259	0.783209662	1046.299856	3326.856726	T3
233.7489099	459.320448	135.7830725	1191.730953	0.756995728	1061.644621	3483.501516	T3
248.9064676	454.6602475	138.2660588	1178.534909	0.737790142	979.4707859	3267.803019	T3
1064.549857	46.35754162	33.2716763	185.6764117	1049.922356	93.25901084	634.7791323	D1
242.5777547	307.4417878	255.8785736	217.1805275	0.333169373	393.8729082	1401.437637	T2
644.7393318	74.58381802	62.17768542	199.1561701	1041.30533	151.9959233	758.3240965	D1
54.77458706	51.3393463	35.07088988	22.58631447	0.406223849	121.140117	713.8890976	Normal
227.7733287	464.562015	135.3968003	1167.867183	0.83741877	1001.008021	3444.056511	T3
227.931644	304.6506717	264.3729821	209.5739269	0.396410756	418.0683907	1447.462067	T2
480.4779916	208.7927141	179.9376383	328.5296613	1287.516177	279.264269	1174.631759	D2
75.48421839	67.91792891	54.38749459	36.74384191	0.227697543	158.8490695	729.6309285	T1
979.658503	88.7601672	68.96378166	166.2205612	776.0746378	153.2015503	793.3038384	D1
1070.566803	63.54109216	44.26730754	147.7529303	835.3822437	136.1973393	782.9149294	D1
57.17021274	65.32790856	49.79351177	33.1259158	0.447233636	138.3953224	824.0262048	Normal
612.6538258	28.28280653	18.70895323	75.08322828	487.1458007	107.9752389	601.9204974	D1
91.88403108	92.36761235	74.53110205	53.80782864	0.468932998	179.8207522	845.9055991	T1
64.54632572	77.47363441	62.80967622	41.81048133	0.47460936	147.6956835	742.0470278	T1
1385.82298	82.08819517	53.08040057	32.64262852	0.442347993	158.0759231	799.9215763	PD
76.62839838	76.07340856	65.0841389	44.93294011	0.46920255	148.7878863	779.4200995	T1
568.5675882	181.4379766	146.4250795	386.9871535	1769.686593	249.095686	983.0719975	D2
1901.999669	51.87939053	18.37429024	9.81257833	0.470053227	105.7974085	706.0866221	PD
42.13760795	25.2909682	19.30611599	6.929303972	0.497975295	113.8854808	661.3186252	Normal
228.7758676	306.8453818	253.1725565	198.5904093	0.438964053	402.6405198	1424.96869	T2
2189.991597	63.7826842	23.42162052	7.166881005	0.298756304	117.5333922	725.0719174	PD
87.95192328	83.44659077	76.50578341	53.4492072	0.400136865	147.424269	791.1000064	T1
246.3106057	307.5470811	251.1071276	207.1472303	0.376796577	389.0700025	1423.056298	T2
61.25076794	51.88937051	51.68193456	27.80706096	0.227664681	145.5213778	716.1970567	T1
40.76994786	25.75868144	23.5509027	6.246150637	0.295949003	96.3770305	788.167479	Normal
408.5577234	38.26717971	27.73691449	135.9463936	788.0349482	130.1734635	710.3934646	D1
55.52633778	59.67343165	44.61259805	30.59720589	0.315156731	117.239559	763.7100944	Normal
451.778738	29.9773129	20.52316572	7.671840134	0.322742834	88.38654415	696.8071556	PD
241.7790416	469.3429115	140.700882	1206.95217	0.73555033	973.8398112	3337.459975	T3
79.57949821	82.24438455	65.98797673	47.8103081	0.495032146	176.6832441	802.9251877	T1
34.03544683	21.282679	20.21801448	9.312577567	0.409629591	93.51848975	648.6112556	Normal
246.8772794	462.5658123	139.741097	1254.166377	0.615659667	1032.19864	3484.472662	T3
225.7514931	426.8300505	126.4101692	1241.063778	0.616847048	950.3828097	3250.200281	T3
225.5945868	462.5662985	142.5596782	1177.316097	0.83020965	1066.592138	3418.538395	T3
1764.905091	84.00752859	44.86030502	27.20050077	0.400572235	137.9594529	669.5320349	PD
761.1260901	52.10074147	34.86674751	189.3244174	1135.415626	117.5152401	712.8278311	D1
487.1063733	103.6031066	84.95586312	210.8770177	981.612186	173.0104681	786.6556665	D1
703.6731944	55.93794305	41.89765725	107.5372861	583.6476004	146.9403546	784.6765037	D1
243.1792859	462.3690217	133.8575389	1189.414626	0.859381286	971.7075173	3499.19406	T3
1512.799534	42.73156806	16.18729647	4.955354462	0.38669604	117.951764	658.5621169	PD
2271.179932	62.30050606	27.55711072	9.480287582	0.467523605	119.2176981	696.0485943	PD
61.18866131	58.33634041	52.66983042	33.43035871	0.486404268	118.7145748	792.3122787	T1
229.0416832	484.799493	137.5072933	1235.038487	0.739677465	1017.445448	3407.552189	T3
81.24701032	76.01963348	62.68190745	41.63339589	0.371985975	163.4963677	772.3247855	T1
217.3918003	455.1767634	134.4415425	1180.914187	0.700525424	961.040014	3357.606302	T3
31.03888491	25.21035692	17.81326223	6.426072622	0.22546805	114.1058549	683.1271992	Normal
65.21507994	51.03188666	37.65516857	25.06631622	0.414978766	141.3063098	679.3255563	T1
247.8659464	469.3147271	143.4255206	1227.177835	0.888892614	1000.609131	3420.44288	T3
50.58207529	32.08775352	21.9323633	9.679968041	0.511582207	101.2996713	718.2161872	Normal
53.30188821	46.20661197	42.1946595	23.92161238	0.220117504	105.4276775	688.8557335	T1
489.6726311	204.2444439	169.2305913	329.2062952	1305.395286	300.3782982	1186.194308	D2
63.96278922	62.60468566	54.27608742	29.18977037	0.214381962	145.2568464	803.5943165	T1
243.429993	479.6467163	139.5264578	1267.41049	0.83089485	991.6646409	3366.133254	T3
49.07454507	25.89244738	22.47242979	13.48796356	0.228935445	103.2804453	663.3881961	Normal
232.5385512	312.1014633	259.0498297	212.2155202	0.290943625	396.7662193	1364.609758	T2
635.2828263	31.93637266	26.01049548	147.2755917	909.8762342	90.66479005	778.4299547	D1
223.4926858	52.9276011	47.46035059	24.88928886	0.393870065	111.3666173	705.491236	PD
691.4955453	243.093332	202.6166868	438.0036816	1861.539841	342.5125047	1242.332166	D2
64.06182955	72.95044544	53.43306128	37.07896688	0.322270443	147.1066812	846.6248359	T1
70.91074644	87.66022247	66.60354238	48.31087354	0.290435791	159.7661489	778.3944721	T1
61.157602	42.16842098	30.96029509	21.29054597	0.370470423	104.8232478	691.7366475	Normal
231.3523028	445.5748622	137.0405348	1208.87277	0.904440546	1003.199031	3437.473316	T3
1585.418822	52.51901746	19.18919155	9.304045962	0.336673114	85.63201455	660.7422908	PD
602.5248599	282.6493278	249.8622614	424.4099101	1535.491354	377.3523276	1322.491765	D2
1023.116174	37.29850608	25.12643424	117.6334065	732.6290461	111.7385537	686.5266586	D1
47.72928285	47.09332372	43.28370412	26.46866867	0.393522345	128.524809	708.0960749	T1
243.9951506	305.1524438	261.6315086	209.8395336	0.446249952	409.3155615	1445.661004	T2
668.2482253	250.6615603	208.0700503	452.807987	2060.125903	305.6573611	1184.0864	D2
46.2249033	28.46696485	15.53370854	7.84551591	0.447531738	109.7990825	698.9211496	Normal
236.9785633	326.3781277	254.394051	210.1352456	0.297515302	427.9393125	1478.388429	T2
243.3675565	304.9502721	257.3484437	205.0324073	0.298444821	415.1959851	1488.477712	T2
898.2213463	78.16029144	58.43789944	214.8785546	1210.295928	127.6269757	745.9025984	D1
39.54299561	20.48404805	21.0625949	7.944441724	0.282217926	85.79135221	594.4624775	Normal
232.1104787	308.9541585	253.135759	208.2038666	0.291326629	402.0995169	1524.11041	T2
497.6396673	218.8979781	193.5216813	343.5371029	1208.329974	292.8999891	1300.730785	D2
232.1815161	323.2405973	272.579448	208.4039964	0.227451195	417.7997936	1496.612231	T2
245.2145504	495.5983114	141.6844785	1216.502392	0.777639644	1002.319508	3371.946214	T3
235.3691744	305.5125428	258.1356568	205.825084	0.24213134	408.627315	1367.346422	T2
241.9574988	459.4193416	135.9911075	1258.660564	0.810589711	1054.787867	3442.619664	T3
43.9218542	34.17391076	22.34697459	12.34640691	0.237547769	91.99920506	626.4375233	Normal
1290.994711	68.34080392	43.53480753	27.5797801	0.391127724	158.042534	670.4141015	PD
254.1646682	310.9254503	266.4543728	198.033131	0.493494151	394.2790647	1401.427167	T2
230.9169835	440.786551	137.5050619	1239.361895	0.648471558	1022.498812	3326.264103	T3
1439.776238	86.96399054	46.2697844	31.68936795	0.367420553	151.8237335	818.3016305	PD
433.0176492	54.58895565	37.06635172	25.68310112	0.379098319	111.7426147	813.4522315	PD
846.6786713	87.88065618	65.55690069	139.0233517	668.2800495	153.2884887	897.0513377	D1
233.3559548	484.0378238	133.600877	1145.242391	0.642419096	1003.491609	3363.211177	T3
246.3463834	301.9281191	268.4562986	204.1584484	0.395132164	374.6196727	1350.302642	T2
512.0990161	272.7008391	224.5652078	355.2198077	1224.037144	362.0719143	1338.196254	D2
236.7363423	450.0536416	134.9688952	1242.335843	0.675328272	959.5025928	3458.74451	T3
448.8904819	304.2432275	252.3394387	346.6565975	981.174415	375.7294427	1367.118003	D2
2316.059116	104.3440215	57.1572303	40.91707292	0.443041423	140.2809601	811.870495	PD
41.849152	23.94832699	22.39628009	5.652642527	0.417074341	84.56416306	615.9980791	Normal
223.8387061	312.4675761	267.6543431	209.9456959	0.449909095	405.3634072	1412.242705	T2
53.40183697	49.93402344	36.10875836	24.90189644	0.242608582	136.7481799	708.4983533	Normal
227.7197083	322.7392238	252.2394829	200.2672028	0.49534068	409.7476668	1355.462521	T2
58.98182589	37.06552393	33.90610505	18.17976812	0.33801112	114.4265063	658.0822101	Normal
647.2085418	208.1171574	172.2212067	425.1538169	1957.008969	285.097428	1173.938434	D2
233.123673	318.0077592	262.2115701	199.7807534	0.279511896	412.6805727	1370.437855	T2
66.44686105	54.60990176	42.66426815	27.7128374	0.259490072	148.1843311	704.6630326	T1
783.8044919	36.64455927	18.49981615	161.8861252	1031.655554	104.6734387	714.6013375	D1
584.6544878	60.82988921	51.45096137	171.8644353	925.5931243	151.7932425	741.2630159	D1
460.0518142	242.7304346	199.2566984	310.7934459	1096.642182	318.2594952	1275.565198	D2
625.8427151	256.3424143	206.7861019	442.6082835	1844.036206	346.0299088	1222.816182	D2
44.57290191	28.94713008	21.88900397	6.525883911	0.284419933	87.92343781	596.2983116	Normal
51.31379467	42.13127704	29.71645624	17.80911245	0.420554465	110.0721226	653.8282328	Normal
30.20313398	26.54158399	22.57895699	6.243882018	0.226978612	107.2050293	607.0311528	Normal
684.1664359	38.3000436	16.98987137	6.656352454	0.239325436	86.22746897	717.4600281	PD
1842.125029	77.44369499	32.69534043	19.18765034	0.407961286	118.4395401	737.9066063	PD
553.5659587	97.01023272	73.21059589	213.3343484	1081.456101	166.977311	837.596839	D1
243.877091	327.4751257	269.0310385	217.270162	0.31537433	396.8197301	1439.00813	T2
706.0934686	32.4092182	15.59598709	93.27925109	572.6436737	108.793865	688.5833655	D1
387.1401606	35.37277182	28.22868171	10.44584307	0.257759637	91.30724316	694.1006702	PD
89.95804933	84.04323947	62.63067632	47.371116	0.411250685	163.2768198	813.5246661	T1
2187.970506	83.20148903	36.77311264	26.16643578	0.460383765	121.3119664	754.2046919	PD
41.23401847	20.83194383	25.09718381	8.937178142	0.228036248	85.74213254	675.5610769	Normal
245.2789872	303.4608554	255.3269433	204.3876379	0.464911	426.3864378	1508.734471	T2
34.1864112	26.57316755	23.71231179	8.331189959	0.448386213	105.2848633	646.5007282	Normal
30.39241856	26.21617213	19.31970513	7.870766212	0.36245505	86.32671701	615.0072502	Normal
588.2944824	221.716157	184.1730586	405.0681396	1825.920729	266.3396359	1144.573732	D2
59.42408884	49.65337946	40.75383937	27.86658814	0.371178052	142.9095799	766.8744145	Normal
426.1360813	181.3877202	162.2681838	302.9936504	1224.609841	250.2572576	1023.949837	D2
695.6352902	63.16476217	38.34714622	27.45608461	0.317961647	137.5523623	749.9218709	PD
1106.115492	54.27339182	36.6549677	21.61264522	0.334151298	105.8599692	681.5614615	PD
61.45249485	64.81189547	47.21457385	35.74775052	0.434314353	134.8157052	790.9308093	T1
640.4142068	79.04018151	55.96371714	143.0993639	694.3544399	127.346491	783.3696819	D1
68.07100761	53.61230701	48.04162561	30.25708974	0.270508364	141.2081793	764.1248476	T1
65.51650914	62.99072858	50.78989256	29.69185171	0.408653933	130.9418025	753.1039055	T1
230.6971597	304.4819765	259.8165406	193.4292531	0.445119432	417.465392	1369.637048	T2
899.7953127	52.49104713	26.34205292	165.0650284	960.2920584	112.6297587	611.69173	D1
47.43710352	30.94107018	24.0705658	12.47899108	0.429356663	118.7165679	629.5006176	Normal
236.4137805	466.3527428	140.5658144	1195.479407	0.876734153	980.9097803	3452.741184	T3
890.5364819	35.84633316	16.22867059	7.581072136	0.273532849	100.2410447	721.3809149	PD
243.5955781	302.8068267	253.6440602	210.7310115	0.288995305	383.9226537	1482.874012	T2
29.43926791	20.68104367	16.04295194	5.200451505	0.396661003	114.6770457	650.8392299	Normal
67.1105522	66.36848741	56.59223438	39.90392583	0.391584974	151.6146042	814.2869199	T1
233.8127249	480.1111144	144.3733354	1210.185027	0.627711425	1008.575916	3486.164399	T3
2170.569483	58.82753271	21.10427475	9.882343823	0.246193102	91.91202613	706.203574	PD
255.0533783	466.5380123	142.8470268	1193.303093	0.671537052	1028.678395	3369.885642	T3
966.291707	96.79719037	69.2906866	159.9091508	793.0116078	140.1282809	853.7711968	D1
573.0265572	48.26525183	36.54511881	145.5434031	826.6288576	104.9886514	657.1302202	D1
514.4794312	319.0335675	251.223131	400.1118131	1351.08603	382.6676553	1434.940826	D2
433.933464	26.34964241	18.01914358	6.97033865	0.291467704	103.3534374	750.6370786	PD
223.2769011	465.0087737	138.3084163	1238.833794	0.650476063	994.9651617	3398.19465	T3
409.6393848	97.71890819	79.62366404	182.3405988	828.7429536	165.1953042	913.8626845	D1
229.7265585	458.0465153	144.3866773	1223.767122	0.742080414	1010.201058	3325.337664	T3
40.47593171	26.05803556	21.2864698	9.271219402	0.310657777	84.48317777	707.9267561	Normal
52.50179335	38.50428754	28.55500424	18.26056421	0.452886421	119.1489833	718.3679454	Normal
230.7853463	309.238825	272.3994443	209.3437932	0.395222393	403.2569113	1410.033957	T2
431.9125595	51.02767003	38.34012512	18.00666964	0.463576705	110.1461378	631.4882511	PD
236.7263637	319.8237119	268.1869475	208.659971	0.463343841	409.1942343	1553.953902	T2
246.2426174	306.3584132	262.8206891	206.9793617	0.210054651	400.2835382	1522.189827	T2
73.59931646	61.46136887	50.57321491	33.95063681	0.346154894	143.44505	804.2302313	T1
58.86450754	50.22271561	44.46732738	28.07557808	0.387622922	111.6399276	696.395142	Normal
740.3106353	41.01833427	26.1790228	82.74162624	432.5049478	123.3029349	593.9329716	D1
241.5529163	314.9243473	253.7608121	213.8453851	0.490114073	410.2438126	1426.081862	T2
30.44913714	27.23448015	16.93780116	5.224670567	0.270721575	95.88773933	708.198246	Normal
237.6753808	311.0642375	267.7623729	195.0819001	0.494283586	412.2693261	1334.745277	T2
43.83459428	20.23841563	20.53845322	5.513259309	0.477524849	93.35706015	718.6727519	Normal
38.73758105	19.63624038	23.0089957	7.994904062	0.22155344	88.04591957	665.6696398	Normal
